,name,url,locations,website,28-06 jobs,28-06 employees
473,Speaking-Agency,https://www.welcometothejungle.co/fr/companies/speaking-agency,Paris,https://www.speaking-agency.com,9,40
474,Dodow,https://www.welcometothejungle.co/fr/companies/dodow,Paris,https://www.mydodow.com,1,20
475,SASSY,https://www.welcometothejungle.co/fr/companies/sassy,Paris  London,https://www.maison-sassy.com,1,15
476,Groupe Upward,https://www.welcometothejungle.co/fr/companies/groupe-upward,Paris,https://www.groupe-upward.fr,8,36
477,Balinea,https://www.welcometothejungle.co/fr/companies/balinea,Paris,https://www.balinea.com,4,30
478,Beekast,https://www.welcometothejungle.co/fr/companies/beekast,Paris  Nantes,https://www.beekast.com,13,40
479,Intellicast,https://www.welcometothejungle.co/fr/companies/intellicast,Malakoff,https://www.intellicast.fr,0,30
480,KWERK,https://www.welcometothejungle.co/fr/companies/kwerk,Paris,https://kwerk.fr,2,30
481,Advalo,https://www.welcometothejungle.co/fr/companies/advalo,Rennes  Paris,https://www.advalo.com,2,45
482,beendi,https://www.welcometothejungle.co/fr/companies/beendi,Ivry-Sur-Seine  Lyon / Valence  Paris 8,https://beendi.com,2,30
483,SLIDOR,https://www.welcometothejungle.co/fr/companies/slidor,Paris,https://www.slidor.fr,6,23
484,ChooseMyCompany,https://www.welcometothejungle.co/fr/companies/choosemycompany,Paris,https://www.choosemycompany.com,2,20
485,Nannybag,https://www.welcometothejungle.co/fr/companies/nannybag,Paris  Montreal,https://www.nannybag.com,5,15
486,Studio 71,https://www.welcometothejungle.co/fr/companies/studio-71,Paris,https://www.studio71.com,0,20
487,CSN Energy,https://www.welcometothejungle.co/fr/companies/csn-energy,Paris  London,https://www.wedeex.com,14,30
488,Kartable,https://www.welcometothejungle.co/fr/companies/kartable,Paris,https://www.kartable.fr,3,17
489,PayByPhone,https://www.welcometothejungle.co/fr/companies/paybyphone,Boulogne-Billancourt,https://www.paybyphone.fr,7,35
490,GitGuardian,https://www.welcometothejungle.co/fr/companies/gitguardian,Paris,https://gitguardian.com,13,18
491,Startup Palace,https://www.welcometothejungle.co/fr/companies/startup-palace,Nantes,https://www.startup-palace.com,1,20
492,YCE Partners,https://www.welcometothejungle.co/fr/companies/yce-partners,Paris,https://yce-partners.fr,2,26
493,WeShareBonds,https://www.welcometothejungle.co/fr/companies/wesharebonds,Paris,https://www.wesharebonds.com,4,18
494,Andjaro,https://www.welcometothejungle.co/fr/companies/andjaro,Paris  Londres,https://www.andjaro.com,1,38
495,WizVille,https://www.welcometothejungle.co/fr/companies/wizville,Paris,https://wizville.fr,3,25
496,FRIZBIZ,https://www.welcometothejungle.co/fr/companies/frizbiz,Lille,https://www.frizbiz.com,4,23
497,Vialink,https://www.welcometothejungle.co/fr/companies/vialink,Paris,https://www.vialink.fr,0,39
498,Groupe Buffon,https://www.welcometothejungle.co/fr/companies/groupe-buffon,Paris  Malansac,https://www.ateliersarrasin.com,0,20
499,Instant System,https://www.welcometothejungle.co/fr/companies/instant-system,Sophia Antipolis  Villeurbanne,https://www.instant-system.com,0,40
500,GoCater,https://www.welcometothejungle.co/fr/companies/gocater,Paris,https://gocater.fr,10,25
501,Listo,https://www.welcometothejungle.co/fr/companies/listo-25459226-4ab9-4119-96df-147498df4c2e,Nantes,https://www.listo.pro,2,15
502,Smart Tribune,https://www.welcometothejungle.co/fr/companies/smart-tribune,Pantin  Marseille,https://www.smart-tribune.com,6,19
503,Padoa,https://www.welcometothejungle.co/fr/companies/padoa,Paris,https://www.padoa.fr,0,30
504,Simplis partenaire de Auto-Entrepreneur.fr,https://www.welcometothejungle.co/fr/companies/simplis-partenaire-de-auto-entrepreneur-fr,Paris,https://www.simplis.fr,9,24
505,Club Freelance,https://www.welcometothejungle.co/fr/companies/club-freelance,London  Barcelone  Londres  Paris  Tunis,https://www.club-freelance.com,8,41
506,POTLOC France,https://www.welcometothejungle.co/fr/companies/potloc-france,Paris,https://potloc.com,0,30
507,CodinGame,https://www.welcometothejungle.co/fr/companies/codingame,Montpellier,https://www.codingame.com,4,25
508,LiveMentor,https://www.welcometothejungle.co/fr/companies/livementor,Paris,https://www.livementor.com,6,20
509,YOOMAP,https://www.welcometothejungle.co/fr/companies/yoomap,Paris,https://www.yoomap.fr,0,32
510,Very Up,https://www.welcometothejungle.co/fr/companies/very-up,Lyon  Paris,https://www.veryup.com,4,31
511,Chefclub,https://www.welcometothejungle.co/fr/companies/chefclub,Paris,https://www.chefclub.tv,3,34
512,Verteego,https://www.welcometothejungle.co/fr/companies/verteego,Paris  Nantes,https://www.verteego.com,5,19
513,Cartesia Éducation,https://www.welcometothejungle.co/fr/companies/cartesia-education,Paris,https://www.cartesia-education.fr,9,35
514,KAROS,https://www.welcometothejungle.co/fr/companies/karos,Paris,https://www.karos.fr,2,27
515,bynativ,https://www.welcometothejungle.co/fr/companies/bynativ,Paris,https://www.bynativ.com,2,21
516,Tracktor,https://www.welcometothejungle.co/fr/companies/tracktor,Paris-19e-Arrondissement,https://tracktor.fr,5,25
517,Les Talents d'Alphonse,https://www.welcometothejungle.co/fr/companies/les-talents-d-alphonse,Paris,https://www.lestalentsdalphonse.com,3,15
518,IgnitionOne,https://www.welcometothejungle.co/fr/companies/ignitionone,Paris,https://www.ignitionone.com,0,16
519,Jarvis Legal,https://www.welcometothejungle.co/fr/companies/jarvis-legal,Paris,https://www.jarvis-legal.fr,3,24
520,Yuco,https://www.welcometothejungle.co/fr/companies/yuco,Paris,https://www.yuco.co,5,15
521,Delidrinks,https://www.welcometothejungle.co/fr/companies/delidrinks,Arles  Paris,https://www.delidrinks.com,2,20
522,Student Pop,https://www.welcometothejungle.co/fr/companies/student-pop,Paris,https://www.studentpop.fr,12,44
523,Work4,https://www.welcometothejungle.co/fr/companies/work4,Paris  San Francisco,https://www.work4labs.com,2,26
524,Les Nouveaux Héritiers,https://www.welcometothejungle.co/fr/companies/les-nouveaux-heritiers,Paris  Lyon,https://www.lesnouveauxheritiers.com,7,32
525,Freebox,https://www.welcometothejungle.co/fr/companies/freebox,Paris,https://www.free.fr,9,48
526,ReachFive,https://www.welcometothejungle.co/fr/companies/reachfive,Paris  Barcelone,https://reachfive.co,5,22
527,Mon-Avocat.fr,https://www.welcometothejungle.co/fr/companies/mon-avocat-fr,Paris,https://www.mon-avocat.fr,9,40
528,XAnge,https://www.welcometothejungle.co/fr/companies/xange,Paris  Lyon  Munich,https://www.xange.fr,2,21
529,crème de la crème,https://www.welcometothejungle.co/fr/companies/creme-de-la-creme,Paris  London,https://cremedelacreme.io,1,30
530,Biomodex,https://www.welcometothejungle.co/fr/companies/biomodex,Paris,https://www.biomodex.com,1,30
531,MédecinDirect,https://www.welcometothejungle.co/fr/companies/medecindirect,Paris,https://www.medecindirect.fr,4,25
532,PayinTech,https://www.welcometothejungle.co/fr/companies/payintech,Paris  Annecy  Bordeaux  Manille  Marseille  Strasbourg,https://www.payintech.com,6,30
533,Marie-Antoinette Groupe,https://www.welcometothejungle.co/fr/companies/marie-antoinette-groupe,Paris,https://www.marie-antoinette.fr,0,30
534,Koober,https://www.welcometothejungle.co/fr/companies/koober,Paris,https://koober.com,13,15
535,theTribe,https://www.welcometothejungle.co/fr/companies/thetribe,Nantes  Paris,https://thetribe.io,3,28
536,Certideal,https://www.welcometothejungle.co/fr/companies/certideal,Levallois,https://certideal.com,6,25
537,ARMIS,https://www.welcometothejungle.co/fr/companies/armis,Paris,https://www.armis.tech,9,45
538,Flatlooker,https://www.welcometothejungle.co/fr/companies/flatlooker,Paris,https://www.flatlooker.com,7,22
539,YOSS,https://www.welcometothejungle.co/fr/companies/yoss,Paris,https://www.yoss.com,0,0
540,Five by Five,https://www.welcometothejungle.co/fr/companies/five-by-five,Paris,https://www.fivebyfive.io,5,18
541,AOS,https://www.welcometothejungle.co/fr/companies/aos,Paris,https://go-aos.io,3,25
542,iKentoo,https://www.welcometothejungle.co/fr/companies/ikentoo,Genève  Neuilly-Sur-Seine,https://www.ikentoo.com,0,40
543,SENTRY SOFTWARE,https://www.welcometothejungle.co/fr/companies/sentry-software,La Defense,https://www.sentrysoftware.com,0,27
544,ModuloTech,https://www.welcometothejungle.co/fr/companies/modulotech,Issy-Les-Moulineaux  Annecy  Braga  Lyon,https://www.modulotech.fr,10,45
545,Ooreka,https://www.welcometothejungle.co/fr/companies/ooreka,Boulogne-Billancourt,https://www.ooreka.fr,0,40
546,3W Academy,https://www.welcometothejungle.co/fr/companies/3w-academy,Paris  Aix-En-Provence  Grenoble  Marseille  Nantes  Strasbourg  Toulouse  Tourcoing  Télé-Travail  Villeurbanne,https://3wa.fr,7,18
547,Expert Teleportation,https://www.welcometothejungle.co/fr/companies/expert-teleportation,Versailles  Angoulême  Los-Angeles,https://www.expert-teleportation.com,0,19
548,La Relève,https://www.welcometothejungle.co/fr/companies/la-releve,Paris  Lyon,https://www.la-releve.com,8,20
549,Wagram & Vous,https://www.welcometothejungle.co/fr/companies/wagram-vous,Paris,https://www.wagrametvous.com,3,20
550,Forest Admin,https://www.welcometothejungle.co/fr/companies/forest-admin,Paris,https://www.forestadmin.com,2,15
551,VOD Factory,https://www.welcometothejungle.co/fr/companies/vod-factory,Paris,https://www.vodfactory.com,1,20
552,Javelo,https://www.welcometothejungle.co/fr/companies/javelo,Paris,https://javelo.io,4,20
553,Sentryo,https://www.welcometothejungle.co/fr/companies/sentryo,Villeurbanne,https://www.sentryo.net,1,35
554,Allo-Media,https://www.welcometothejungle.co/fr/companies/allo-media,Paris  Le Mans,https://www.allo-media.fr,0,40
555,HappyTech,https://www.welcometothejungle.co/fr/companies/happytech,Paris,https://www.happytech.life,2,30
556,BidMotion,https://www.welcometothejungle.co/fr/companies/bidmotion,Paris  San Francisco,https://www.bidmotion.com,19,30
557,Gens de Confiance,https://www.welcometothejungle.co/fr/companies/gens-de-confiance,Nantes,https://gensdeconfiance.fr,3,27
558,medGo,https://www.welcometothejungle.co/fr/companies/medgo,Paris,https://www.medgo.fr,1,28
559,Les Coqs en Pâte,https://www.welcometothejungle.co/fr/companies/les-coqs-en-pate,Paris,https://www.coqsenpate.com,2,23
560,Eelway,https://www.welcometothejungle.co/fr/companies/eelway,Paris  Amiens  Bordeaux  France  Lille  Limoges  Lyon  Marseille  Metz  Nancy  Nantes  Orléans  Rennes  Rouen  Toulouse,https://www.eelway.com,3,15
561,My Jolie candle,https://www.welcometothejungle.co/fr/companies/my-jolie-candle,Paris,https://myjoliecandle.com,5,25
562,illiCopro,https://www.welcometothejungle.co/fr/companies/illicopro,Paris,https://www.illicopro.fr,11,20
563,Technology-Everywhere,https://www.welcometothejungle.co/fr/companies/technology-everywhere,Paris  Laval,https://www.technology-everywhere.fr,4,40
564,Novaquark,https://www.welcometothejungle.co/fr/companies/novaquark,Paris  Montréal,https://www.dualthegame.com,13,40
565,Luckey / Airbnb,https://www.welcometothejungle.co/fr/companies/luckey,Paris  51100  76000  Aix-En-Provence  Avignon  Biarritz  Bordeaux  Bruxelles  Caen  Cannes  Grenoble  Lille  London  Lyon  Marseille  Megève  Montpellier  Montréal  Nantes  Nice  Rennes  Strasbourg  Toulouse  Vancouver,https://luckey.fr,9,30
566,Synomia,https://www.welcometothejungle.co/fr/companies/synomia,Boulogne - Billancourt,https://www.synomia.fr,3,40
567,Urbantz,https://www.welcometothejungle.co/fr/companies/urbantz,Bruxelles  Hamburg  London  Paris,https://www.urbantz.com,0,37
568,The Chatbot Factory,https://www.welcometothejungle.co/fr/companies/the-chatbot-factory,Paris  Montpellier,https://www.thechatbotfactory.com,3,21
569,SaleCycle,https://www.welcometothejungle.co/fr/companies/salecycle,Paris,https://www.salecycle.fr,3,25
570,Karnott,https://www.welcometothejungle.co/fr/companies/karnott,Lille,https://www.karnott.fr,3,30
571,Plüm Énergie,https://www.welcometothejungle.co/fr/companies/plum-energie,Maison Des Startups,https://plum.fr,7,25
572,SteerFox,https://www.welcometothejungle.co/fr/companies/steerfox,Aix En Provence  Paris,https://get.steerfox.com,6,21
573,RAISE,https://www.welcometothejungle.co/fr/companies/raise,Paris,https://www.raise.co,2,34
574,Goodeed,https://www.welcometothejungle.co/fr/companies/goodeed,Paris,https://www.goodeed.com,5,15
575,Netheos,https://www.welcometothejungle.co/fr/companies/netheos,Montpellier,https://www.netheos.com,2,17
576,Scibids,https://www.welcometothejungle.co/fr/companies/scibids,Paris  Londres  New York,https://www.scibids.com,0,15
577,CIDER,https://www.welcometothejungle.co/fr/companies/cider,Paris  Les Ulis  Lyon,https://cider.fr,3,40
578,BIG,https://www.welcometothejungle.co/fr/companies/big,Paris,https://www.pernod-ricard.com,0,28
579,Hector Advisory,https://www.welcometothejungle.co/fr/companies/hector-advisory,Paris,https://www.hector-advisory.com,3,30
580,Pricemoov,https://www.welcometothejungle.co/fr/companies/pricemoov,Paris,https://www.pricemoov.com,3,19
581,Pandascore,https://www.welcometothejungle.co/fr/companies/pandascore,Paris  Valletta,https://pandascore.co,7,25
582,R-Advertising,https://www.welcometothejungle.co/fr/companies/r-advertising,Mougins  Aix-En-Provence,https://www.r-advertising.com,0,15
583,Rise Up,https://www.welcometothejungle.co/fr/companies/rise-up,Paris  Lisbonne,https://riseup.ai,11,25
584,Hubvisory,https://www.welcometothejungle.co/fr/companies/hubvisory,Paris  Lille,https://hubvisory.com,4,35
585,Liberkeys,https://www.welcometothejungle.co/fr/companies/liberkeys,Paris  Lyon  Nice,https://liberkeys.com,8,30
586,Opal Consulting,https://www.welcometothejungle.co/fr/companies/opal-consulting,Paris,https://www.opal-consulting.fr,4,15
587,TextMaster,https://www.welcometothejungle.co/fr/companies/textmaster,Paris,https://fr.textmaster.com,2,43
588,DataDome,https://www.welcometothejungle.co/fr/companies/datadome,Paris,https://datadome.co,11,20
589,SOS Accessoire,https://www.welcometothejungle.co/fr/companies/sos-accessoire,Elancourt  La Verrière  Paris,https://www.sos-accessoire.com,0,30
590,LÕU.YETU,https://www.welcometothejungle.co/fr/companies/lou-yetu,Paris,https://louyetu.fr,10,25
591,Genius,https://www.welcometothejungle.co/fr/companies/genius,Paris  Grenoble,https://www.genius.paris,3,32
592,agence black lemon,https://www.welcometothejungle.co/fr/companies/agence-black-lemon,Paris,https://www.blacklemon.net,3,45
593,Alain Milliat,https://www.welcometothejungle.co/fr/companies/alain-milliat,Valence  Paris,https://www.alain-milliat.com,1,35
594,Clearnox,https://www.welcometothejungle.co/fr/companies/clearnox,Paris  Tours,https://www.clearnox.com,0,20
595,Prevision.io,https://www.welcometothejungle.co/fr/companies/prevision-io,Paris,https://www.prevision.io,0,18
596,bluenove,https://www.welcometothejungle.co/fr/companies/bluenove,Levallois-Perret  Paris,https://bluenove.com,6,42
597,Sirdata,https://www.welcometothejungle.co/fr/companies/sirdata,Paris,https://www.sirdata.com,0,20
598,Oh BiBi,https://www.welcometothejungle.co/fr/companies/oh-bibi,Paris,https://www.ohbibi.com,5,20
599,Kang,https://www.welcometothejungle.co/fr/companies/kang,Paris,https://www.kang.fr,1,30
600,LegaLife,https://www.welcometothejungle.co/fr/companies/legalife,Paris,https://www.legalife.fr,4,25
601,Colisweb,https://www.welcometothejungle.co/fr/companies/colisweb,Lille  Bordeaux  Lyon  Marseille  Nantes  Paris  Strasbourg  Toulouse,https://colisweb.com,5,40
602,ConsenSys,https://www.welcometothejungle.co/fr/companies/consensys,Paris,https://consensys.net,0,25
603,Skello,https://www.welcometothejungle.co/fr/companies/skello,Paris,https://www.skello.io,22,45
604,Deskopolitan,https://www.welcometothejungle.co/fr/companies/deskopolitan,Paris,https://deskopolitan.com,1,16
605,E-Cotiz,https://www.welcometothejungle.co/fr/companies/e-cotiz,Paris,https://www.e-cotiz.com,2,24
606,Homunity,https://www.welcometothejungle.co/fr/companies/homunity,Paris,https://www.homunity.com,1,15
607,Letsignit,https://www.welcometothejungle.co/fr/companies/letsignit,Marseille  Montréal  Seattle  Singapour,https://www.letsignit.com,1,45
608,Nelio,https://www.welcometothejungle.co/fr/companies/nelio,Paris  Lyon,https://www.nelio.io,0,30
609,ABBD,https://www.welcometothejungle.co/fr/companies/abbd,Paris,https://abbd.com,1,30
610,Tilak Healthcare,https://www.welcometothejungle.co/fr/companies/tilak-healthcare,Paris,https://www.tilakhealthcare.com,1,25
611,Lucette.com,https://www.welcometothejungle.co/fr/companies/lucette,Paris,https://lucette.com,1,18
612,Greenworking,https://www.welcometothejungle.co/fr/companies/greenworking,Paris,https://www.greenworking.fr,8,40
613,Melvin & Hamilton Digital,https://www.welcometothejungle.co/fr/companies/melvin-hamilton-digital,Paris,https://www.melvin-hamilton.fr,1,15
614,Kynapse,https://www.welcometothejungle.co/fr/companies/kynapse,Levallois-Perret,https://www.kynapse.fr,4,27
615,Leoo,https://www.welcometothejungle.co/fr/companies/leoo,Paris,https://www.leoo.fr,6,25
616,nam.R,https://www.welcometothejungle.co/fr/companies/nam-r,Paris,https://www.namr.com,6,40
617,Merci Handy,https://www.welcometothejungle.co/fr/companies/merci-handy,Paris,https://www.mercihandy.com,4,26
618,Monsieur TSHIRT,https://www.welcometothejungle.co/fr/companies/monsieur-tshirt,Bordeaux  Boutiques  Farebersvillers  Montpellier  Paris  Toulouse,https://www.monsieurtshirt.com,11,40
619,La Javaness,https://www.welcometothejungle.co/fr/companies/la-javaness,Paris,https://lajavaness.com,9,40
620,ODW,https://www.welcometothejungle.co/fr/companies/odw,Paris,https://www.odw.fr,3,15
621,Change Factory,https://www.welcometothejungle.co/fr/companies/change-factory,Paris,https://www.changefactory.fr,0,17
622,SOSav,https://www.welcometothejungle.co/fr/companies/sosav,Lognes,https://www.sosav.fr,0,20
623,OYEZ,https://www.welcometothejungle.co/fr/companies/oyez,Paris  Tunis,https://www.oyez.fr,2,28
624,Wavy,https://www.welcometothejungle.co/fr/companies/wavy,Paris  Bordeaux  Brest  Caen  Clermont Ferrand  Le Havre  Lille  Lyon  Marseille  Montpellier  Nantes  Nice  Quimper  Rennes  Rouen  Strasbourg  Toulouse,https://wavy.co,20,45
625,DRIVE INNOVATION INSIGHTS,https://www.welcometothejungle.co/fr/companies/drive-innovation-insights,Paris  Bruxelles,https://www.dii.eu,6,40
626,Pied de Biche - Paris,https://www.welcometothejungle.co/fr/companies/pied-de-biche-paris,Paris,https://pieddebiche-paris.com,4,15
627,eXplain,https://www.welcometothejungle.co/fr/companies/explain,Paris  Berlin,https://explain.fr,4,35
628,Luxurynsight,https://www.welcometothejungle.co/fr/companies/luxurynsight,Paris,https://www.welcometothejungle.co/fr/companies/luxurynsight,2,30
629,User Studio,https://www.welcometothejungle.co/fr/companies/user-studio,Paris,https://www.user.io,0,20
630,Uptime,https://www.welcometothejungle.co/fr/companies/uptime,Paris  Argenteuil,https://www.uptime.ac,3,25
631,Alterfood,https://www.welcometothejungle.co/fr/companies/alterfood,Paris  Marseille,https://www.alterfood.fr,2,20
632,Demander Justice,https://www.welcometothejungle.co/fr/companies/demander-justice,Paris,https://www.demanderjustice.com,3,20
633,Nextories (anciennement i-Demenager),https://www.welcometothejungle.co/fr/companies/nextories,Paris,https://www.nextories.com,7,24
634,Lemon Tri,https://www.welcometothejungle.co/fr/companies/lemon-tri,Pantin  Marseille,https://lemontri.fr,5,15
635,Cosmo Connected,https://www.welcometothejungle.co/fr/companies/cosmo-connected,Paris,https://www.cosmoconnected.com,1,15
636,OneWealthPlace,https://www.welcometothejungle.co/fr/companies/onewealthplace,Paris,https://www.onewealthplace.com,2,25
637,Zoov,https://www.welcometothejungle.co/fr/companies/zoov,Paris  Les Ulis  Mérignac,https://www.zoov.eu,9,20
638,FITLE,https://www.welcometothejungle.co/fr/companies/fitle,Paris,https://fitle.com,3,17
639,Little Worker,https://www.welcometothejungle.co/fr/companies/little-worker,Paris  Bordeaux,https://www.littleworker.fr,6,20
640,Quable,https://www.welcometothejungle.co/fr/companies/quable,Paris,https://www.quable.com,2,24
641,BAM Karaoke Box,https://www.welcometothejungle.co/fr/companies/bam-karaoke-box,Paris  Bordeaux  Madrid,https://bam-karaokebox.com,11,45
642,Green-Acres,https://www.welcometothejungle.co/fr/companies/green-acres,Paris,https://www.green-acres.fr,1,15
643,Guiz,https://www.welcometothejungle.co/fr/companies/guiz-digital,Neuilly-Sur-Seine,https://www.guizdigital.com,3,20
644,Diplomeo,https://www.welcometothejungle.co/fr/companies/diplomeo,Paris,https://diplomeo.com,3,40
645,LITTLE CIGOGNE,https://www.welcometothejungle.co/fr/companies/little-cigogne,Paris,https://www.littlecigogne.com,4,30
646,Novatopo,https://www.welcometothejungle.co/fr/companies/novatopo,Paris,https://www.novatopo.com,7,20
647,Les Poupées Russes,https://www.welcometothejungle.co/fr/companies/les-poupees-russes,Paris,https://www.agencepoupeesrusses.com,1,15
648,BonneGueule,https://www.welcometothejungle.co/fr/companies/bonnegueule,Paris  Bordeaux  Lyon,https://www.bonnegueule.fr,6,35
649,Le Monde Après - OpenWork,https://www.welcometothejungle.co/fr/companies/le-monde-apres-openwork,Paris  Bruxelles  Lyon  Nantes,https://www.lemonde-apres.com,0,20
650,Ignition Program,https://www.welcometothejungle.co/fr/companies/ignition-program,Paris,https://ignition-program.com,9,45
651,Klaxit,https://www.welcometothejungle.co/fr/companies/klaxit,Paris,https://www.klaxit.com,6,30
652,Wisembly,https://www.welcometothejungle.co/fr/companies/wisembly,Paris,https://wisembly.com,3,15
653,Newlode,https://www.welcometothejungle.co/fr/companies/newlode,Paris  Courbevoie,https://www.newlode.io,4,30
654,Outbrain,https://www.welcometothejungle.co/fr/companies/outbrain,Paris  London  Madrid  Milan  Munich,https://www.outbrain.com,2,27
655,Padam Mobility,https://www.welcometothejungle.co/fr/companies/padam,Paris,https://www.padam-mobility.com,4,25
656,Lemon Learning,https://www.welcometothejungle.co/fr/companies/lemon-learning,Paris,https://lemonlearning.fr,4,15
657,Je Rêve d'une Maison,https://www.welcometothejungle.co/fr/companies/je-reve-d-une-maison,Paris,https://www.jerevedunemaison.com,1,35
658,Kumullus,https://www.welcometothejungle.co/fr/companies/kumullus,Paris,https://kumullus.com,3,18
659,Adok,https://www.welcometothejungle.co/fr/companies/adok,Paris,https://www.getadok.com,1,15
660,BBS,https://www.welcometothejungle.co/fr/companies/big-boss-studio,Nice  Paris,https://big-boss.com,2,28
661,Extracadabra,https://www.welcometothejungle.co/fr/companies/extracadabra,Paris,https://www.extracadabra.com,2,15
662,Be-Bound,https://www.welcometothejungle.co/fr/companies/be-bound,Paris,https://be-bound.com,0,21
663,Bluecoders,https://www.welcometothejungle.co/fr/companies/bluecoders,Paris,https://bluecoders.io,8,33
664,MOORE,https://www.welcometothejungle.co/fr/companies/moore,Paris,https://www.mooredesign.fr,4,25
665,microDON,https://www.welcometothejungle.co/fr/companies/microdon,Paris,https://www.microdon.org,3,24
666,Wing,https://www.welcometothejungle.co/fr/companies/wing,Paris  Marseille,https://www.wing.eu,15,42
667,Matters,https://www.welcometothejungle.co/fr/companies/matters,Paris,https://matters.tech,1,45
668,SimpliField,https://www.welcometothejungle.co/fr/companies/simplifield,Lille  New York City  Paris,https://www.simplifield.com,6,42
669,MeltOne Advisory,https://www.welcometothejungle.co/fr/companies/meltone-advisory,Paris,https://www.meltone-advisory.com,4,35
670,smartVR studio,https://www.welcometothejungle.co/fr/companies/smartvr-studio,Montreuil,https://www.smartvr-studio.com,1,20
671,Admo tv,https://www.welcometothejungle.co/fr/companies/admo-tv,Paris  London,https://admo.tv,5,45
672,Renovation Man,https://www.welcometothejungle.co/fr/companies/renovationman,Paris,https://www.renovationman.com,10,20
673,Creads,https://www.welcometothejungle.co/fr/companies/creads,Paris,https://www.creads.fr,0,35
674,iFeelSmart,https://www.welcometothejungle.co/fr/companies/ifeelsmart,Paris,https://www.ifeelsmart.com,3,42
675,Laboté,https://www.welcometothejungle.co/fr/companies/labote,Paris,https://www.labote.paris,3,15
676,My Job Glasses,https://www.welcometothejungle.co/fr/companies/my-job-glasses,Paris,https://www.myjobglasses.com,8,30
677,Chronotruck,https://www.welcometothejungle.co/fr/companies/chronotruck,Paris,https://www.chronotruck.com,7,34
678,Subskill,https://www.welcometothejungle.co/fr/companies/subskill,Paris,https://www.subskill.com,1,18
679,FITTINGBOX,https://www.welcometothejungle.co/fr/companies/fittingbox,Labège  Miami  Padova,https://www.fittingbox.com,6,49
680,Gallia Paris,https://www.welcometothejungle.co/fr/companies/gallia-paris,Pantin,https://www.galliaparis.com,2,15
681,Junto,https://www.welcometothejungle.co/fr/companies/junto,Paris  Boulogne-Billancourt,https://junto.fr,4,15
682,Parkours,https://www.welcometothejungle.co/fr/companies/parkours,Paris  Bayonne  Bordeaux  Caen  Clermont-Ferrand  Grenoble  Lille  Lyon  Maison -Alfort  Marseille  Montpellier  Nantes  Orléans  Reims  Rennes  Rueil Malmaison  Saint Germain En Laye  Saint-Etienne  Strasbourg  Toulon  Toulouse  Tours  Vannes  Versailles,https://parkours.fr,10,28
683,CerbAir,https://www.welcometothejungle.co/fr/companies/cerbair,Boulogne-Billancourt,https://www.cerbair.com,0,15
684,Appstud,https://www.welcometothejungle.co/fr/companies/appstud,Toulouse,https://www.appstud.com,9,20
685,b.workshop,https://www.welcometothejungle.co/fr/companies/b-workshop,Clichy,https://bworkshop.com,3,45
686,Wiztopic,https://www.welcometothejungle.co/fr/companies/wiztopic,Paris,https://www.wiztopic.com,6,33
687,Fasterize,https://www.welcometothejungle.co/fr/companies/fasterize,Paris,https://www.fasterize.com,1,15
688,Learn Assembly,https://www.welcometothejungle.co/fr/companies/learn-assembly,Paris,https://www.learnassembly.com,2,17
689,Streamroot,https://www.welcometothejungle.co/fr/companies/streamroot,Paris  Denver  New York,https://www.streamroot.io,1,30
690,Realytics,https://www.welcometothejungle.co/fr/companies/realytics,Paris,https://www.realytics.io,1,34
691,CONNECTHINGS,https://www.welcometothejungle.co/fr/companies/connecthings,Paris  Barcelone  New-York City  Ny  West Coast,https://www.connecthings.com,3,40
692,Mooncard,https://www.welcometothejungle.co/fr/companies/mooncard,Paris,https://www.mooncard.co,2,25
693,L'AgenceRP,https://www.welcometothejungle.co/fr/companies/l-agencerp,Boulogne-Billancourt  New York,https://lagencerp.com,2,22
694,COZY CLOUD,https://www.welcometothejungle.co/fr/companies/cozy-cloud,Paris,https://cozy.io,0,37
695,Aktan,https://www.welcometothejungle.co/fr/companies/aktan,Fleury-Les-Aubrais  Kraków  Paris,https://aktan.fr,0,35
696,WITY,https://www.welcometothejungle.co/fr/companies/wity,Neuilly Sur Seine  Melun,https://wity.fr,3,20
697,invoxia,https://www.welcometothejungle.co/fr/companies/invoxia,Paris,https://www.invoxia.com,3,34
698,Inbox,https://www.welcometothejungle.co/fr/companies/inbox,Malakoff  Casablanca  Montréal  Tunis,https://inbox.fr,6,46
699,Pandacraft,https://www.welcometothejungle.co/fr/companies/pandacraft,Paris,https://www.pandacraft.com,4,30
700,Moonshot-Internet,https://www.welcometothejungle.co/fr/companies/moonshot-internet,Paris,https://www.moonshot-internet.com,5,20
701,Reputation Squad,https://www.welcometothejungle.co/fr/companies/reputation-squad,Paris  London  Rennes,https://www.reputationsquad.com,3,42
702,Izberg,https://www.welcometothejungle.co/fr/companies/izberg-marketplace,Paris  Levallois-Perret,https://www.izberg-marketplace.com,2,35
703,SPRING LAB,https://www.welcometothejungle.co/fr/companies/spring-lab,Paris  Toulouse,https://spring-lab.com,0,15
704,epicery,https://www.welcometothejungle.co/fr/companies/epicery,Paris  Lyon,https://www.epicery.com,5,15
705,Plezi,https://www.welcometothejungle.co/fr/companies/plezi,Paris  Marseille,https://www.plezi.co,7,27
706,The Mooc Agency,https://www.welcometothejungle.co/fr/companies/the-mooc-agency,Paris  Marseille,https://themoocagency.com,4,28
707,Monsieur Guiz,https://www.welcometothejungle.co/fr/companies/monsieur-guiz,Paris,https://monsieurguiz.fr,7,20
