,name,url,locations,website,28-06 jobs,28-06 employees
240,CAPDEVIELLE TRAITEUR,https://www.welcometothejungle.co/fr/companies/capdevielle-traiteur,Bruges  Région De Bordeaux,https://www.capdevielle.com,1,48
241,Augment,https://www.welcometothejungle.co/fr/companies/augment,Paris,https://www.augment.com,0,21
242,ERIUM,https://www.welcometothejungle.co/fr/companies/erium,Paris,https://www.erium.fr,1,20
243,HireSweet,https://www.welcometothejungle.co/fr/companies/hiresweet,Paris,https://www.hiresweet.com,8,18
244,Levanti,https://www.welcometothejungle.co/fr/companies/levanti,Neuilly-Sur-Seine,https://www.levanti-consultants.com,2,16
245,Rogervoice,https://www.welcometothejungle.co/fr/companies/rogervoice,Paris,https://rogervoice.com,3,16
246,AngelStudio,https://www.welcometothejungle.co/fr/companies/angelstudio,Paris,https://angelstudio.co,2,15
247,Agence IDIX,https://www.welcometothejungle.co/fr/companies/agence-idix-1,Paris  Nantes,https://www.idix.fr,0,45
248,LOSAM AGENCY,https://www.welcometothejungle.co/fr/companies/losam-agency-1,Paris,https://www.losam.fr,2,20
249,OpenAirlines,https://www.welcometothejungle.co/fr/companies/openairlines,Toulouse  Hong Kong  Miami,https://www.openairlines.com,3,40
250,Urban Linker,https://www.welcometothejungle.co/fr/companies/urban-linker,Paris  Lyon,https://www.urbanlinker.com,3,43
251,Emporio Armani Caffè & Ristorante,https://www.welcometothejungle.co/fr/companies/emporio-armani-caffe-armani-ristorante,Paris,https://www.mori.paris,2,35
252,MANUCURIST,https://www.welcometothejungle.co/fr/companies/manucurist,Paris,https://www.manucurist.com,10,18
253,Movinmotion,https://www.welcometothejungle.co/fr/companies/movinmotion,Ivry Sur Seine,https://www.movinmotion.com,4,28
254,Oiko gestion,https://www.welcometothejungle.co/fr/companies/oiko-gestion,Paris,https://www.oikogestion.fr,3,35
255,OOSHOT,https://www.welcometothejungle.co/fr/companies/ooshot,Paris,https://ooshot.com,2,20
256,CapSens,https://www.welcometothejungle.co/fr/companies/capsens,Paris,https://capsens.eu,0,23
257,QuantCube Technology,https://www.welcometothejungle.co/fr/companies/quantcube-technology,Paris,https://www.q3-technology.com,0,25
258,Shoootin,https://www.welcometothejungle.co/fr/companies/shoootin,Paris,https://www.shoootin.com,6,25
259,YTHAK,https://www.welcometothejungle.co/fr/companies/ythak,Grenoble,https://www.ythak.fr,3,15
260,Blockchain Partner,https://www.welcometothejungle.co/fr/companies/blockchain-partner,Paris,https://blockchainpartner.fr,4,20
261,First Finance,https://www.welcometothejungle.co/fr/companies/first-finance,Paris,https://www.first-finance.fr,1,45
262,Intent Technologies,https://www.welcometothejungle.co/fr/companies/intent-technologies,Lille  Paris  Toulouse,https://www.intent-technologies.eu,0,15
263,Captain Wallet,https://www.welcometothejungle.co/fr/companies/captain-wallet,Paris,https://www.captainwallet.com,0,20
264,Pix,https://www.welcometothejungle.co/fr/companies/pix,Paris,https://pix.fr,3,30
265,Cook Angels,https://www.welcometothejungle.co/fr/companies/cook-angels,Paris  La Courneuve,https://www.cookangels.com,5,25
266,Chaïkana,https://www.welcometothejungle.co/fr/companies/chaikana,La Queue-Lez-Yvelines  Paris,https://www.chaikana.com,1,35
267,ekWateur,https://www.welcometothejungle.co/fr/companies/ekwateur,Paris,https://ekwateur.fr,3,33
268,Lonlay & Associés,https://www.welcometothejungle.co/fr/companies/lonlay-associes,Paris,https://www.lonlay-finance.com,2,42
269,WebForce3,https://www.welcometothejungle.co/fr/companies/webforce3,Paris  Aix  Le Mans  Les Mureaux  Lille  Lyon  Marseille  Strasbourg  Toulouse  Troyes,https://www.wf3.fr,2,22
270,JoliCode,https://www.welcometothejungle.co/fr/companies/jolicode,Paris  Lausanne,https://jolicode.com,2,22
271,Ouihelp,https://www.welcometothejungle.co/fr/companies/ouihelp,Paris  Aix En Provence  Angers  Avignon  Bayonne  Bordeaux  Cannes  Grenoble  Le Mans  Lille  Lyon  Marseille  Nantes  Nice  Pau  Rennes  Saint Nazaire  Strasbourg  Toulon  Toulouse  Tours  Versailles,https://www.ouihelp.fr,50,45
272,Chandago,https://www.welcometothejungle.co/fr/companies/chandago,Bordeaux,https://www.chandago.com,4,20
273,Weglot,https://www.welcometothejungle.co/fr/companies/weglot,Paris,https://weglot.com,1,15
274,Gusté,https://www.welcometothejungle.co/fr/companies/guste,Paris,https://www.guste.fr,5,29
275,Studio Caramia,https://www.welcometothejungle.co/fr/companies/studio-caramia,Montpellier  Paris,https://caramia.fr,3,16
276,Boost.rs,https://www.welcometothejungle.co/fr/companies/boostrs,Paris,https://boost.rs,1,16
277,Culinaries,https://www.welcometothejungle.co/fr/companies/culinaries,Paris  Lyon  Paris 11,https://www.culinaries.fr,4,25
278,Custeed,https://www.welcometothejungle.co/fr/companies/custeed,Arcueil  Andalousie  Barcelone  Bilbao  Bordeaux  Madrid  Marseille  Montpellier  Nancy  Rennes,https://www.custeed.com,7,25
279,Agorastore,https://www.welcometothejungle.co/fr/companies/agorastore,Montreuil,https://www.agorastore.fr,1,30
280,Data Impact,https://www.welcometothejungle.co/fr/companies/data-impact,Paris,https://www.dataimpact.fr,5,40
281,LIVI,https://www.welcometothejungle.co/fr/companies/livi,Paris,https://livi.fr,3,20
282,UNAMI,https://www.welcometothejungle.co/fr/companies/unami,Puteaux,https://www.unami.fr,5,15
283,NextMind,https://www.welcometothejungle.co/fr/companies/nextmind,Paris  Copenhague  San Francisco,https://www.next-mind.com,3,16
284,Aqua by,https://www.welcometothejungle.co/fr/companies/aqua-by,Paris,https://aqua-by.com,4,15
285,Opendatasoft,https://www.welcometothejungle.co/fr/companies/opendatasoft,Paris  Boston Ma  London  Nantes,https://www.opendatasoft.com,6,46
286,FluksAqua,https://www.welcometothejungle.co/fr/companies/fluksaqua,Paris,https://www.fluksaqua.com,1,30
287,Feed Manager,https://www.welcometothejungle.co/fr/companies/feed-manager,Bordeaux  Montréal,https://www.feed-manager.net,2,22
288,Facelift France,https://www.welcometothejungle.co/fr/companies/facelift-france,Paris,https://www.facelift-bbt.com,5,20
289,Upflow,https://www.welcometothejungle.co/fr/companies/upflow,Paris,https://www.upflow.io,2,15
290,LeCiseau.fr,https://www.welcometothejungle.co/fr/companies/leciseau,Paris,https://www.leciseau.fr,4,24
291,GLOBAL SAVINGS GROUP,https://www.welcometothejungle.co/fr/companies/global-savings-group,Paris,https://www.global-savings-group.com,4,23
292,Les Plaisirs Fruités,https://www.welcometothejungle.co/fr/companies/les-plaisirs-fruites,Paris,https://lesplaisirsfruites.com,0,22
293,Stootie,https://www.welcometothejungle.co/fr/companies/stootie,Paris,https://stootie.com,6,30
294,House of Beer,https://www.welcometothejungle.co/fr/companies/house-of-beer,Boulogne-Billancourt,https://www.hobfrance.com,2,33
295,Wishibam,https://www.welcometothejungle.co/fr/companies/wishibam,Paris,https://business.wishibam.com,0,19
296,AKOUSTIC ARTS,https://www.welcometothejungle.co/fr/companies/akoustic-arts,Paris-19e-Arrondissement,https://akoustic-arts.com,1,15
297,Trustpair,https://www.welcometothejungle.co/fr/companies/trustpair,Paris,https://www.trustpair.fr,4,16
298,aVB,https://www.welcometothejungle.co/fr/companies/avb,Paris,https://www.avb-solutions.com,3,28
299,Talisker,https://www.welcometothejungle.co/fr/companies/talisker,Paris,https://www.talisker-consulting.com,2,30
300,Fastory,https://www.welcometothejungle.co/fr/companies/fastory,Montreuil  Paris,https://www.fastory.io,3,15
301,Stilla Technologies,https://www.welcometothejungle.co/fr/companies/stilla-technologies,Villejuif,https://www.stillatechnologies.com,1,31
302,J. MILLIET,https://www.welcometothejungle.co/fr/companies/j-milliet,Créteil,https://www.milliet.fr,1,48
303,deliver.ee,https://www.welcometothejungle.co/fr/companies/deliver,Paris,https://www.deliver.ee,1,18
304,Mobiskill,https://www.welcometothejungle.co/fr/companies/mobiskill,Paris  Bordeaux  Lille  Lyon  Nantes  Rennes,https://mobiskill.fr,2,30
305,Ovalo,https://www.welcometothejungle.co/fr/companies/ovalo,Neuilly Sur Seine,https://www.ovalo.fr,12,30
306,Lexbase,https://www.welcometothejungle.co/fr/companies/lexbase,Paris,https://www.lexbase.fr,2,38
307,Good Goût,https://www.welcometothejungle.co/fr/companies/good-gout,Paris,https://www.goodgout.fr,7,36
308,Supertripper,https://www.welcometothejungle.co/fr/companies/supertripper,Paris,https://supertripper.com,4,20
309,Foxintelligence,https://www.welcometothejungle.co/fr/companies/foxintelligence,Paris,https://www.foxintelligence.fr,7,44
310,Proprioo,https://www.welcometothejungle.co/fr/companies/proprioo,Paris  Asnières-Sur-Seine  Bordeaux  Boulogne-Billancourt  Colombes  Courbevoie  Issy Les Moulineaux  Levallois-Perret  Lyon  Marseille  Nanterre  Neuilly-Sur-Seine  Nice  Rueil Malmaison,https://www.proprioo.fr,24,40
311,elinoï,https://www.welcometothejungle.co/fr/companies/elinoi,Paris,https://elinoi.com,4,16
312,Hemblem,https://www.welcometothejungle.co/fr/companies/hemblem,Paris  Bordeaux,https://www.hemblem.com,8,20
313,365Talents,https://www.welcometothejungle.co/fr/companies/365talents,Lyon  Paris,https://www.365talents.com,9,35
314,Manners,https://www.welcometothejungle.co/fr/companies/manners,Paris,https://bemanners.com,8,20
315,Shapr,https://www.welcometothejungle.co/fr/companies/shapr,Paris  New York,https://www.shapr.co,3,33
316,Bonial,https://www.welcometothejungle.co/fr/companies/bonial,Paris  Berlin,https://www.bonial.fr,9,40
317,unknowns,https://www.welcometothejungle.co/fr/companies/unknowns,Paris,https://www.unknowns.fr,3,20
318,Usbek & Rica,https://www.welcometothejungle.co/fr/companies/usbek-rica,Paris,https://usbeketrica.com,1,22
319,Alenvi,https://www.welcometothejungle.co/fr/companies/alenvi,Paris  Lyon,https://www.alenvi.io,2,45
320,Wezen,https://www.welcometothejungle.co/fr/companies/datawords-e-multicultural-technologies,Levallois-Perret,https://www.wezen.com,6,19
321,Label Experience,https://www.welcometothejungle.co/fr/companies/label-experience,Paris,https://labelexperience.com,6,25
322,Watt & Well,https://www.welcometothejungle.co/fr/companies/watt-well,Pertuis  Houston  Texas  Massy,https://wattandwell.com,4,40
323,UMANTIC groupe QUODAGIS,https://www.welcometothejungle.co/fr/companies/umantic-groupe-quodagis,Paris  Bagnolet  Bordeaux  Brunoy  Cesson-Sévigné  Chaville  Châtillon  Fontenay-Sous-Bois  Issy-Les-Moulineaux  Lannion  Le Perthus  Lille  Lyon - 1er Arrondissement  Lyon - 7ème Arrondissement  Massy  Meudon  Nouméa  Nozay  Paris - 15ème Arrondissement  Paris - 17ème Arrondissement  Paris - 18ème Arrondissement  Paris - 19ème Arrondissement  Paris - 1er Arrondissement  Paris - 20ème Arrondissement  Paris - 3ème Arrondissement  Paris - 6ème Arrondissement  Paris - 8ème Arrondissement  Paris - 9ème Arrondissement  Pessac  Rennes  Tours  Vincennes,https://www.umantic.fr,13,24
324,Studapart,https://www.welcometothejungle.co/fr/companies/studapart,Paris,https://studapart.com,7,40
325,TastyCloud,https://www.welcometothejungle.co/fr/companies/tastycloud,Paris,https://www.tastycloud.fr,4,15
326,Follow,https://www.welcometothejungle.co/fr/companies/follow,Paris,https://www.foll-ow.com,0,18
327,LINK MEDIA GROUP,https://www.welcometothejungle.co/fr/companies/link-media-group,Paris,https://www.linkmediagroup.fr,2,27
328,Cocolabs,https://www.welcometothejungle.co/fr/companies/cocolabs,Paris,https://www.cocolabs.io,4,24
329,Euris,https://www.welcometothejungle.co/fr/companies/euris,Boulogne-Billancourt  Shanghai,https://www.euris.com,24,40
330,Qualitadd,https://www.welcometothejungle.co/fr/companies/qualitadd,Paris,https://www.qualitadd.com,1,17
331,Mozoo,https://www.welcometothejungle.co/fr/companies/mozoo,Paris,https://www.mozoo.com,3,30
332,Estimation Média,https://www.welcometothejungle.co/fr/companies/estimation-media,Paris,https://www.estimation-media.com,2,15
333,Infhotep,https://www.welcometothejungle.co/fr/companies/infhotep,Paris,https://www.infhotep.com,0,21
334,OSAXIS,https://www.welcometothejungle.co/fr/companies/osaxis,Paris,https://www.osaxis.fr,5,22
335,Badakan,https://www.welcometothejungle.co/fr/companies/badakan,Paris  Bordeaux  Lille  Lyon  Strasbourg,https://www.badakan.com,15,15
336,Eventmaker,https://www.welcometothejungle.co/fr/companies/eventmaker,Paris,https://www.eventmaker.io,2,20
337,YouLoveWords,https://www.welcometothejungle.co/fr/companies/youlovewords,Paris,https://www.youlovewords.com,13,20
338,Wingly,https://www.welcometothejungle.co/fr/companies/wingly,Paris,https://www.wingly.io,12,20
339,Linkshor,https://www.welcometothejungle.co/fr/companies/linkshor,Marseille  Paris,https://agence.linkshor.com,2,17
340,ACTRADIS.FR,https://www.welcometothejungle.co/fr/companies/actradis-fr,Boulogne-Billancourt,https://www.actradis.fr,3,26
341,Zéro-Gâchis,https://www.welcometothejungle.co/fr/companies/zero-gachis,Saint-Herblain  Paris,https://zero-gachis.com,3,29
342,Everyday Content,https://www.welcometothejungle.co/fr/companies/everyday-content,Paris,https://everydaycontent.fr,0,20
343,iskn,https://www.welcometothejungle.co/fr/companies/iskn,Saint-Martin-D'hères,https://www.iskn.co,3,48
344,RINGOVER GROUP,https://www.welcometothejungle.co/fr/companies/ringover-group,Paris,https://www.ringover.com,11,40
345,VITA COCO,https://www.welcometothejungle.co/fr/companies/vita-coco,Paris,https://www.vitacoco.com,1,15
346,PlayPlay,https://www.welcometothejungle.co/fr/companies/playplay,Paris,https://www.playplay.video,5,25
347,+Simple.fr,https://www.welcometothejungle.co/fr/companies/simple-fr,Marseille  Nancy  Paris,https://www.plussimple.fr,4,48
348,Budget Insight,https://www.welcometothejungle.co/fr/companies/budget-insight,Paris,https://www.budget-insight.com,10,46
349,Wattsense,https://www.welcometothejungle.co/fr/companies/wattsense,Dardilly,https://wattsense.com,1,17
350,advizeo,https://www.welcometothejungle.co/fr/companies/advizeo,Paris  Lyon  Vitrolles,https://www.advizeo.io,2,20
351,NeedHelp,https://www.welcometothejungle.co/fr/companies/needhelp,Paris,https://www.needhelp.com,4,15
352,EMERTON,https://www.welcometothejungle.co/fr/companies/emerton,Paris,https://www.emerton.co,6,40
353,Jooxter,https://www.welcometothejungle.co/fr/companies/jooxter,Lille  Paris,https://jooxter.com,3,20
354,Margo Bank,https://www.welcometothejungle.co/fr/companies/margo-bank,Paris,https://margo.com,0,30
355,Zelros,https://www.welcometothejungle.co/fr/companies/zelros,Paris  Munich,https://www.zelros.com,9,32
356,Coinhouse,https://www.welcometothejungle.co/fr/companies/coinhouse,Paris,https://www.coinhouse.com,6,28
357,Germinal,https://www.welcometothejungle.co/fr/companies/germinal,Paris,https://www.germinal.io,0,15
358,TrustInSoft,https://www.welcometothejungle.co/fr/companies/trustinsoft,Paris  San Francisco,https://trust-in-soft.com,0,16
359,Fleux,https://www.welcometothejungle.co/fr/companies/fleux,Paris,https://www.fleux.com,3,45
360,SSA Afyneo,https://www.welcometothejungle.co/fr/companies/ssa-afyneo,Paris,https://www.ssa-afyneo.com,1,15
361,Shine,https://www.welcometothejungle.co/fr/companies/shine,Paris,https://www.shine.fr,2,40
362,WayKonect,https://www.welcometothejungle.co/fr/companies/waykonect-1,Lille,https://www.waykonect.total.com,4,30
363,NetDevices,https://www.welcometothejungle.co/fr/companies/netdevices,Paris,https://www.netdevices.fr,3,18
364,Parkopoly,https://www.welcometothejungle.co/fr/companies/parkopoly,Paris  Bordeaux,https://www.parkopoly.co,3,15
365,Notilo Plus,https://www.welcometothejungle.co/fr/companies/notilo-plus,Marseille  Lyon,https://www.notiloplus.com,3,18
366,Zcomme,https://www.welcometothejungle.co/fr/companies/zcomme,Paris,https://www.zcomme.fr,3,25
367,Groupe ENPS - Webdentiste,https://www.welcometothejungle.co/fr/companies/groupe-enps-webdentiste,Levallois Perret,https://www.webdentiste.fr,0,24
368,Influence4you,https://www.welcometothejungle.co/fr/companies/influence4you,Courbevoie,https://influence4you.com,3,40
369,Sancare,https://www.welcometothejungle.co/fr/companies/sancare,Paris,https://www.sancare.fr,1,15
370,Imfusio,https://www.welcometothejungle.co/fr/companies/imfusio,Paris,https://www.imfusio.com,1,16
371,AssoConnect,https://www.welcometothejungle.co/fr/companies/assoconnect,Paris,https://www.assoconnect.com,4,30
372,Dracula Technologies,https://www.welcometothejungle.co/fr/companies/dracula-technologies,Valence,https://dracula-technologies.com,0,15
373,forMetris,https://www.welcometothejungle.co/fr/companies/formetris,Paris,https://www.formetris.com,6,26
374,Neo-nomade,https://www.welcometothejungle.co/fr/companies/neo-nomade,Paris  Nancy,https://www.neo-nomade.com,3,16
375,Dawex,https://www.welcometothejungle.co/fr/companies/dawex,Lyon  Paris,https://www.dawex.com,11,35
376,QUCIT,https://www.welcometothejungle.co/fr/companies/qucit,Bègles,https://qucit.com,0,22
377,PW Consultants,https://www.welcometothejungle.co/fr/companies/pw-consultants,Paris,https://www.pw-consultants.com,0,47
378,Anaxago,https://www.welcometothejungle.co/fr/companies/anaxago,Paris,https://www.anaxago.com,7,30
379,MisterTemp',https://www.welcometothejungle.co/fr/companies/mistertemp,Paris,https://www.mistertemp.com,8,30
380,ZENPARK,https://www.welcometothejungle.co/fr/companies/zenpark,Paris  Rennes  Rennes Et/Ou Paris,https://zenpark.com,14,47
381,Loisirs Enchères,https://www.welcometothejungle.co/fr/companies/loisirs-encheres,Bordeaux  Paris,https://www.loisirsencheres.com,7,43
382,TASTE DISTRIBUTION,https://www.welcometothejungle.co/fr/companies/taste-distribution,Saint-Ouen  Lyon,https://www.tastedistribution.com,2,18
383,ika Technologies (anciennement IKA Conseil),https://www.welcometothejungle.co/fr/companies/ika-conseil,Boulogne-Billancourt,https://www.ikaconseil.com,2,25
384,Botfuel,https://www.welcometothejungle.co/fr/companies/botfuel,Paris,https://www.botfuel.io,2,15
385,Hosman,https://www.welcometothejungle.co/fr/companies/hosman,Paris,https://www.hosman.co,4,17
386,MyNotary,https://www.welcometothejungle.co/fr/companies/mynotary,Paris  Lyon,https://www.mynotary.fr,5,22
387,NBS System,https://www.welcometothejungle.co/fr/companies/nbs-system,Paris,https://www.nbs-system.com,0,45
388,Nouvelle Vague,https://www.welcometothejungle.co/fr/companies/nouvelle-vague,Nantes  Paris,https://www.nouvellevague.fr,0,35
389,Christophe Robin,https://www.welcometothejungle.co/fr/companies/christophe-robin,Paris,https://christophe-robin.com,0,45
390,Windoo,https://www.welcometothejungle.co/fr/companies/windoo,Paris,https://windoo.fr,3,17
391,Walnut Algorithms,https://www.welcometothejungle.co/fr/companies/walnut-algorithms,Paris,https://www.walnut.ai,1,21
392,Happydemics,https://www.welcometothejungle.co/fr/companies/happydemics,Paris,https://happydemics.com,1,18
393,Universign,https://www.welcometothejungle.co/fr/companies/universign,Paris,https://www.universign.com,6,47
394,Thinkovery,https://www.welcometothejungle.co/fr/companies/thinkovery,Nantes,https://www.thinkovery.com,2,19
395,Fluo,https://www.welcometothejungle.co/fr/companies/fluo,Paris,https://www.fluo.com,0,16
396,360 medics,https://www.welcometothejungle.co/fr/companies/360-medical,Lyon  Paris,https://360medics.com,4,15
397,Ogilvy Consulting,https://www.welcometothejungle.co/fr/companies/ogilvy-consulting,Paris,https://www.ogilvyconsulting.fr,0,20
398,Maison Sarah Lavoine,https://www.welcometothejungle.co/fr/companies/maison-sarah-lavoine,Paris  Bordeaux  Lille,https://www.maisonsarahlavoine.com,6,41
399,Akoya,https://www.welcometothejungle.co/fr/companies/akoya,Paris,https://www.akoyaconsulting.com,7,30
400,Carventura,https://www.welcometothejungle.co/fr/companies/carventura,Paris,https://www.carventura.com,5,17
401,FreelanceRepublik,https://www.welcometothejungle.co/fr/companies/freelancerepublik,Levallois-Perret,https://www.freelancerepublik.com,4,20
402,Popcarte,https://www.welcometothejungle.co/fr/companies/popcarte,Barcelone  Bordeaux,https://www.popcarte.com,4,25
403,ONE CONCIERGERIE,https://www.welcometothejungle.co/fr/companies/one-conciergerie,Paris,https://www.oneconciergerie.com,0,20
404,Garantme,https://www.welcometothejungle.co/fr/companies/garantme-1,Paris,https://www.garantme.fr,2,15
405,SALESWAY,https://www.welcometothejungle.co/fr/companies/salesway,Levallois Perret,https://www.sales-way.com,1,26
406,Moveecar,https://www.welcometothejungle.co/fr/companies/moveecar,Paris  Courbevoie,https://www.moveecar.com,0,15
407,IMCAS,https://www.welcometothejungle.co/fr/companies/imcas,Paris,https://www.imcas.com,4,32
408,Getpro,https://www.welcometothejungle.co/fr/companies/getpro,Paris,https://www.getpro.co,4,15
409,Use Design,https://www.welcometothejungle.co/fr/companies/use-design,Paris,https://www.use-design.com,1,15
410,Limonetik,https://www.welcometothejungle.co/fr/companies/limonetik,Paris,https://www.limonetik.com,3,40
411,Le chocolat des Français,https://www.welcometothejungle.co/fr/companies/le-chocolat-des-francais,Paris  New York,https://www.lechocolatdesfrancais.fr,5,15
412,HelloZack,https://www.welcometothejungle.co/fr/companies/hellozack,Paris  Bordeaux  Lyon,https://hellozack.fr,5,20
413,Grenadines,https://www.welcometothejungle.co/fr/companies/grenadines,Puteaux,https://www.grenadines-et-cie.com,1,31
414,Enderby,https://www.welcometothejungle.co/fr/companies/enderby,Paris,https://www.enderby.eu,4,20
415,Stanley Robotics,https://www.welcometothejungle.co/fr/companies/stanley-robotics,Paris  London  Lyon,https://www.stanley-robotics.com,23,40
416,LiveRamp,https://www.welcometothejungle.co/fr/companies/liveramp,Levallois-Perret,https://liveramp.fr,1,34
417,Legos,https://www.welcometothejungle.co/fr/companies/legos,Paris,https://www.legos.fr,0,18
418,SmartHab,https://www.welcometothejungle.co/fr/companies/smarthab,Neuilly-Sur-Seine  Francfort,https://www.smarthab.fr,1,18
419,Factory Aménagement,https://www.welcometothejungle.co/fr/companies/factory-amenagement,Saint-Ouen  Paris,https://factory-amenagement.fr,3,23
420,My Works,https://www.welcometothejungle.co/fr/companies/my-works,Lyon,https://www.myworks.fr,3,20
421,CSA CONSULTING,https://www.welcometothejungle.co/fr/companies/csa-consulting,Paris,https://www.csaconsulting.fr,5,22
422,Clevy,https://www.welcometothejungle.co/fr/companies/clevy,Paris,https://www.clevy.io,0,17
423,SCALLOG,https://www.welcometothejungle.co/fr/companies/scallog,Nanterre,https://www.scallog.com,8,38
424,Green Panda Games,https://www.welcometothejungle.co/fr/companies/green-panda-games,Paris,https://www.greenpandagames.com,16,31
425,Kamet,https://www.welcometothejungle.co/fr/companies/kamet,Paris  London,https://www.kametventures.com,8,35
426,Clareo,https://www.welcometothejungle.co/fr/companies/clareo,Paris,https://clareolighting.com,7,45
427,TESTAPIC,https://www.welcometothejungle.co/fr/companies/testapic,Paris,https://www.testapic.com,1,24
428,triPica,https://www.welcometothejungle.co/fr/companies/tripica,Paris,https://www.tripica.com,5,18
429,Diduenjoy,https://www.welcometothejungle.co/fr/companies/diduenjoy,Paris,https://www.diduenjoy.com,9,15
430,myskillcamp,https://www.welcometothejungle.co/fr/companies/myskillcamp,Tournai  Bruxelles  Gent  Lille  Paris,https://www.myskillcamp.com,1,18
431,Pitchy,https://www.welcometothejungle.co/fr/companies/pitchy,Paris,https://www.pitchy.fr,8,40
432,ForePaaS,https://www.welcometothejungle.co/fr/companies/forepaas,Neuilly  San Francisco,https://www.forepaas.com,1,30
433,Uavia,https://www.welcometothejungle.co/fr/companies/uavia,Vitry-Sur-Seine,https://www.uavia.eu,0,20
434,Darewise Entertainment,https://www.welcometothejungle.co/fr/companies/darewise-entertainment,Paris-19e-Arrondissement,https://www.darewise.com,27,25
435,202 ECommerce,https://www.welcometothejungle.co/fr/companies/202-ecommerce,Paris,https://www.202-ecommerce.com,1,25
436,Foodette,https://www.welcometothejungle.co/fr/companies/foodette,Paris,https://www.foodette.fr,2,20
437,Wiremind,https://www.welcometothejungle.co/fr/companies/wiremind,Paris,https://www.wiremind.fr,5,30
438,LegalPlace,https://www.welcometothejungle.co/fr/companies/legalplace,Paris,https://www.legalplace.fr,21,40
439,Hello Watt,https://www.welcometothejungle.co/fr/companies/hello-watt,Paris,https://www.hellowatt.fr,22,40
440,Mobeye,https://www.welcometothejungle.co/fr/companies/mobeye,Paris,https://www.mobeye-app.com,5,20
441,Lalilo,https://www.welcometothejungle.co/fr/companies/lalilo,Paris,https://www.lalilo.com,3,21
442,VIVEI,https://www.welcometothejungle.co/fr/companies/vivei,Paris,https://www.vivei.fr,4,40
443,D&Consultants,https://www.welcometothejungle.co/fr/companies/d-consultant,Paris,https://www.detconsultants.com,3,35
444,Affluences,https://www.welcometothejungle.co/fr/companies/affluences,Paris  Amsterdam  Barcelone  Berlin  Londres  Rome  Stockholm,https://www.affluences.com,5,29
445,BCM Energy,https://www.welcometothejungle.co/fr/companies/bcm-energy,Lyon  Lille/Lomme,https://www.bcmenergy.fr,9,40
446,Kactus,https://www.welcometothejungle.co/fr/companies/kactus,Paris,https://www.kactus.com,10,24
447,Bleckwen,https://www.welcometothejungle.co/fr/companies/bleckwen,Courbevoie  Paris  Vélizy-Villacoublay,https://www.bleckwen.ai,0,35
448,MAD,https://www.welcometothejungle.co/fr/companies/mad,Paris,https://madnetwork.fr,0,40
449,Sicara,https://www.welcometothejungle.co/fr/companies/sicara,Paris,https://www.sicara.com,3,32
450,Xperts Council,https://www.welcometothejungle.co/fr/companies/experts-council,Montrouge  Londres  Paris  Porto,https://xpertscouncil.com,4,20
451,Bobbies,https://www.welcometothejungle.co/fr/companies/bobbies,Paris,https://www.bobbies.com,1,45
452,VingtCinq - Fabrique Digitale,https://www.welcometothejungle.co/fr/companies/vingtcinq-fabrique-digitale,Paris,https://vingtcinq.io,0,15
453,Bpifrance Le Hub,https://www.welcometothejungle.co/fr/companies/bpi-france-le-hub,Paris,https://blog.lehub.bpifrance.fr,0,18
454,Horace,https://www.welcometothejungle.co/fr/companies/horace,Paris  Lyon,https://horace.co,11,20
455,Yespark,https://www.welcometothejungle.co/fr/companies/yespark,Paris,https://www.yespark.fr,10,25
456,Axialys,https://www.welcometothejungle.co/fr/companies/axialys,Courbevoie,https://www.axialys.com,4,35
457,chefing,https://www.welcometothejungle.co/fr/companies/chefing,Paris,https://www.chefing.fr,18,20
458,ClaraVista,https://www.welcometothejungle.co/fr/companies/claravista,Paris  Singapore,https://www.claravista.fr,10,45
459,En Voiture Simone,https://www.welcometothejungle.co/fr/companies/en-voiture-simone,Paris,https://www.envoituresimone.com,20,17
460,eFounders,https://www.welcometothejungle.co/fr/companies/efounders,Paris,https://www.efounders.com,13,25
461,Courcelles Conseil,https://www.welcometothejungle.co/fr/companies/courcelles-conseil,Paris,https://www.courcelles-conseil.fr,1,19
462,Wecasa,https://www.welcometothejungle.co/fr/companies/wecasa,Paris,https://wecasa.fr,3,15
463,monemprunt.com,https://www.welcometothejungle.co/fr/companies/monemprunt-com,Rennes  France  Paris,https://www.monemprunt.com,3,15
464,Matador,https://www.welcometothejungle.co/fr/companies/matador,Paris,https://matador.fr,7,15
465,Victor & Charles,https://www.welcometothejungle.co/fr/companies/victor-charles,Paris  Rennes,https://victor-charles.com,0,20
466,Sqreen,https://www.welcometothejungle.co/fr/companies/sqreen,Paris  San Francisco,https://www.sqreen.io,1,25
467,Early Birds,https://www.welcometothejungle.co/fr/companies/early-birds,Paris,https://www.early-birds.fr,1,30
468,DCbrain,https://www.welcometothejungle.co/fr/companies/dcbrain,Paris  Grenoble  Lannion,https://dcbrain.com,2,25
469,PayLead,https://www.welcometothejungle.co/fr/companies/paylead,Paris,https://paylead.fr,1,23
470,HISTORY GROUP,https://www.welcometothejungle.co/fr/companies/history-group,Paris,https://www.fastpasstours.com,1,18
471,Axionable,https://www.welcometothejungle.co/fr/companies/axionable,Paris  Montréal,https://www.axionable.com,7,33
472,Tenzing Conseil,https://www.welcometothejungle.co/fr/companies/tenzing-conseil,Paris,https://tenzingconseil.fr,2,35
